keywords;title;description;modified;Typ;Kontakt;URL
Wald & Holz;Politische Vorstoesseimbereichwaldundholzab2014;;2025-07-03 11:31:19.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wald-holz/fachinfo-daten/politische_vorstoesseimbereichwaldundholzab2008.xlsx.download.xlsx/politische_vorstoesseimbereichwaldundholzab2014.xlsx
Wald & Holz;Aph21 26 Beitragsgesuch Finanzen V2;;2024-04-24 09:46:22.000;Daten von Webseite;Aebischer Christian BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wald-holz/fachinfo-daten/beitragsgesuch.xlsx.download.xlsx/APH21-26_Beitragsgesuch_Finanzen_V2.xlsx
Wald & Holz;Laufende Und Abgeschlossene Projekte 2000 2024;;2024-07-04 06:29:55.000;Daten von Webseite;u80828812;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wald-holz/fachinfo-daten/20220725_Projekt%C3%BCbersicht_WHFF-CH_2004-2021.xlsx.download.xlsx/Laufende%20und%20abgeschlossene%20Projekte%202000%20-%202024.xlsx
Wald & Holz;Mitteilung Ik F 01;;2024-11-18 14:10:10.000;Daten von Webseite;cberger;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wald-holz/fachinfo-daten/kreditbedarf-finanzplanung-ik.xlsx.download.xlsx/mitteilung_ik_f_01.xlsx
Wasser;Tabelle Wasserhaushalt Schweiz 2023 De;;2024-06-04 12:28:28.000;Daten von Webseite;Leber Noël BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/tabelle-wasserhaushalt-schweiz-2021.xlsx.download.xlsx/tabelle-wasserhaushalt-schweiz-2023-de.xlsx
Wasser;Tabelle Substanzen Nawa18;;2024-04-29 12:50:08.000;Daten von Webseite;Dalla Libera Ornella GS-UVEK;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/tabelle_substanzen_nawa18.xlsx.download.xlsx/tabelle_substanzen_nawa18.xlsx
Wasser;Naqua Pfas Tfa Grundwasser 2021 2023;;2024-11-08 07:59:42.000;Daten von Webseite;Reinhardt Miriam BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/NAQUA_PFAS_TFA_Grundwasser_2021_2023.xlsx.download.xlsx/NAQUA_PFAS_TFA_Grundwasser_2021_2023.xlsx
Wasser;Tfa Psm 2024;;2024-11-12 16:26:40.000;Daten von Webseite;Gurba Alexandre BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/TFA_PSM_2024.xlsx.download.xlsx/TFA_PSM_2024.xlsx
Wasser;Renaturierung Der Schweizer GewÃ¤sser Stand Ã–kologische Sanierung Wasserkraft 2022 (Bafu 2024) Anhang;;2024-09-05 09:17:33.000;Daten von Webseite;Baumgartner Marc BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/renaturierung-der-schweizer-gewaesser-stand-oekologische-sanierung-wasserkraft-2022-bafu-2024-anhang.xlsx.download.xlsx/Renaturierung_der_Schweizer_Gew%C3%A4sser__Stand_%C3%B6kologische_Sanierung_Wasserkraft_2022_(BAFU_2024)_-_Anhang.xlsx
Wasser;Kt Procode Erhebung Set1 1 06;;2025-02-06 16:17:20.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set1_01.xlsx.download.xlsx/KT_ProCode_ERHEBUNG_Set1_1_06.xlsx
Wasser;Kt Procode Erhebung Set2 1 02;;2023-02-21 14:48:05.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set2_01.xlsx.download.xlsx/KT_ProCode_ERHEBUNG_Set2_1_02.xlsx
Wasser;Kt Procode Erhebung Set3 1 01;;2020-05-04 14:49:48.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set3_01.xlsx.download.xlsx/KT_ProCode_ERHEBUNG_Set3_1_01.xlsx
Wasser;Kt Procode Erhebung Set4 1 04;;2024-05-02 06:11:28.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set4_01.xlsx.download.xlsx/KT_ProCode_ERHEBUNG_Set4_1_04.xlsx
Wasser;Kt Procode Erhebung Set6 2 01;;2025-01-30 16:36:16.000;Daten von Webseite;STUCKI;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/formular_set_6_makrozoobenthos.xlsx.download.xlsx/KT_ProCode_ERHEBUNG_Set6_2_01.xlsx
Wasser;Kt Procode Erhebung Set7 1 05;;2024-04-01 15:50:12.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set7_01.xlsx.download.xlsx/KT_ProCode_ERHEBUNG_Set7_1_05.xlsx
Wasser;Kt Procode Erhebung Set8 2 02;;2025-01-06 16:36:05.000;Daten von Webseite;Sprecher, Lucie;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set8_01.xlsx.download.xlsx/KT_ProCode_ERHEBUNG_Set8_2_02.xlsx
Wasser;Kt Procode Erhebung Set9 1 02;;2025-01-09 12:25:17.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set9_01.xlsx.download.xlsx/KT_ProCode_ERHEBUNG_Set9_1_02.xlsx
Wasser;Kt Procode Erhebung Set10 1 01;;2020-05-04 14:47:54.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/kt_procode_erhebung_set10_01.xlsx.download.xlsx/KT_ProCode_ERHEBUNG_Set10_1_01.xlsx
Wasser;Auswertung Set1 Set8 1 02;;2025-01-31 13:41:02.000;Daten von Webseite;Weber, Christine;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/habitatevielfalt.xlsx.download.xlsx/Auswertung_Set1_Set8_1_02.xlsx
Wasser;Datenmodell Gis 1 03;;2024-03-28 14:14:48.000;Daten von Webseite;Sprecher, Lucie;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/datemodell_gis.xlsx.download.xlsx/Datenmodell_GIS_1_03.xlsx
Wasser;Jeu6 Formulaire Cq E P T 1 01;;2024-12-19 14:08:21.000;Daten von Webseite;Sprecher, Lucie;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/makrozoobenthos_qualitaetskontrolle_ept.xlsx.download.xlsx/Jeu6_Formulaire_CQ_E_P_T_1_01.xlsx
Wasser;Ufervegetation Ind 8 1 Empfehlung Beispiele 1 02;;2025-01-10 20:32:35.000;Daten von Webseite;Sprecher, Lucie;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/wirkungskontrolle-revitalisierung/ufervegetation-artenliste_20191219.xlsx.download.xlsx/Ufervegetation_Ind.8.1_Empfehlung_Beispiele_1_02.xlsx
Wasser;Etat Des Connaissances Suivi Dévalaison 2024 Tableau De Synthese;;2024-04-12 14:42:31.000;Daten von Webseite;juliette;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wasser/fachinfo-daten/Etat_des_connaissances_suivi_d%C3%A9valaison_-_2024_-_TABLEAU_DE_SYNTHESE.xlsx.download.xlsx/Etat_des_connaissances_suivi_d%C3%A9valaison_-_2024_-_TABLEAU_DE_SYNTHESE.xlsx
Wasser;210630 Restwassersanierung Nach Art 80 Ff Gschg Stand Ende 2020 Und Entwicklung Seit Ende 2018 (Bafu, 2021) Auswertungsmatrix;;2021-06-22 06:15:33.000;Daten von Webseite;marc.baumgartner@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/restwassersanierung_stand2020_auswertungsmatrix.xlsx.download.xlsx/210630_Restwassersanierung_nach_Art._80_ff._GSchG__Stand_Ende_2020_und_Entwicklung_seit_Ende_2018_(BAFU,_2021)_-_Auswertungsmatrix.xlsx
Wasser;Kraftwerke Mit Konzession Ab 1992, Welche Von Den Restwasserverordnungen Vom 30 September 2022 Betro;;2022-12-13 12:44:20.000;Daten von Webseite;Heim Georg BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/kraftwerke-mit-konzessionen-ab-1992.xlsx.download.xlsx/Kraftwerke%20mit%20Konzession%20ab%201992,%20welche%20von%20den%20Restwasserverordnungen%20vom%2030.%20September%202022%20betro.xlsx
Wasser;Fischwanderung Erfassungswerkzeug;;2012-04-18 12:01:01.000;Daten von Webseite;SIGMAPLAN & AQUARIUS;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/fischwanderung_erfassungswerkzeug.xlsx
Biodiversität;Aueninventar Stand Und Handlungsbedarf Datentabellen;;2022-01-12 11:25:50.000;Daten von Webseite;Leslie Bonnard;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/fachinfo-daten/aueninventar-stand-und-handlungsbedarf-datentabellen.xlsx
Wasser;Vorlagedatei Kt Ag 2024;;2024-11-27 15:46:58.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20AG%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20AG%202024.xlsx
Wasser;Vorlagedatei Kt Ai 2024;;2024-11-26 09:41:19.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20AI%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20AI%202024.xlsx
Wasser;Vorlagedatei Kt Ar 2024;;2024-11-28 10:38:50.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20AR%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20AR%202024.xlsx
Wasser;Vorlagedatei Kt Be 2024;;2024-11-27 15:45:36.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20BE%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20BE%202024.xlsx
Wasser;Vorlagedatei Kt Bl 2024;;2024-11-28 10:42:04.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20BL%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20BL%202024.xlsx
Wasser;Vorlagedatei Kt Bs 2024;;2024-11-26 09:58:28.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20BS%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20BS%202024.xlsx
Wasser;Vorlagedatei Kt Fr 2024;;2024-11-27 15:01:53.000;Daten von Webseite;Randin Léa;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wasser/formular/Vorlagedatei%20Kt%20FR%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20FR%202024.xlsx
Wasser;Vorlagedatei Kt Ge 2024;;2024-11-27 15:48:32.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wasser/formular/Vorlagedatei%20Kt%20GE%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20GE%202024.xlsx
Wasser;Vorlagedatei Kt Gl 2024;;2024-11-27 15:05:27.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20GL%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20GL%202024.xlsx
Wasser;Vorlagedatei Kt Gr 2024;;2024-11-26 12:11:59.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20GR%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20GR%202024.xlsx
Wasser;Vorlagedatei Kt Ju 2024;;2024-11-28 11:19:51.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wasser/formular/Vorlagedatei%20Kt%20JU%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20JU%202024.xlsx
Wasser;Vorlagedatei Kt Lu 2024;;2024-11-28 11:12:38.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20LU%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20LU%202024.xlsx
Wasser;Vorlagedatei Kt Ne 2024;;2024-11-27 15:42:03.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wasser/formular/Vorlagedatei%20Kt%20NE%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20NE%202024.xlsx
Wasser;Vorlagedatei Kt Nw 2024;;2024-11-26 12:14:50.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20NW%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20NW%202024.xlsx
Wasser;Vorlagedatei Kt Ow 2024;;2024-11-26 10:29:44.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20OW%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20OW%202024.xlsx
Wasser;Vorlagedatei Kt Sg 2024;;2024-11-27 15:13:17.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20SG%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20SG%202024.xlsx
Wasser;Vorlagedatei Kt Sh 2024;;2024-11-26 10:35:24.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20SH%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20SH%202024.xlsx
Wasser;Vorlagedatei Kt So 2024;;2024-11-28 10:40:40.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20SO%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20SO%202024.xlsx
Wasser;Vorlagedatei Kt Sz 2024;;2024-11-28 11:15:07.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20SZ%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20SZ%202024.xlsx
Wasser;Vorlagedatei Kt Tg 2024;;2024-11-27 15:20:22.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20TG%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20TG%202024.xlsx
Wasser;Vorlagedatei Kt Ti 2024;;2024-11-26 11:00:59.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/it/dokumente/wasser/formular/Vorlagedatei%20Kt%20TI%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20TI%202024.xlsx
Wasser;Vorlagedatei Kt Ur 2024;;2024-11-28 11:15:54.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20UR%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20UR%202024.xlsx
Wasser;Vorlagedatei Kt Vd 2024;;2024-11-28 11:18:39.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wasser/formular/Vorlagedatei%20Kt%20VD%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20VD%202024.xlsx
Wasser;Vorlagedatei Kt Vs 2024;;2024-11-26 11:32:30.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/wasser/formular/Vorlagedatei%20Kt%20VS%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20VS%202024.xlsx
Wasser;Vorlagedatei Kt Zg 2024;;2024-11-27 15:24:56.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20ZG%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20ZG%202024.xlsx
Wasser;Vorlagedatei Kt Zh 2024;;2024-11-27 15:38:21.000;Daten von Webseite;Strahm Ivo BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/formular/Vorlagedatei%20Kt%20ZH%202024.xlsx.download.xlsx/Vorlagedatei%20Kt%20ZH%202024.xlsx
Wasser;Sms Liste;;2021-12-10 14:35:54.000;Daten von Webseite;Leber Noël BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/SMS-liste.xlsx.download.xlsx/SMS-liste.xlsx
Wasser;Stationsliste Hydrowebsam De Juli2023;;2023-09-27 12:05:38.000;Daten von Webseite;Salvi Hélène BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/verzeichnis-hydrometrische-stationen-digitale-daten.xlsx.download.xlsx/Stationsliste_HydrowebSAM_DE_Juli2023.xlsx
Wasser;Stationsliste Hydrowebsam Ohne Digitale Daten;;2023-07-06 20:41:28.000;Daten von Webseite;Kan Stettler Caroline BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/verzeichnis-hydrometrische-stationen-ohne-digitale-daten.xlsx.download.xlsx/Stationsliste_HydrowebSAM_ohne-digitale-Daten.xlsx
Wasser;Auswertungen Zumgewaessernetz;;2013-12-20 18:23:55.000;Daten von Webseite;X60005007;https://www.bafu.admin.ch/dam/bafu/de/dokumente/hydrologie/fachinfo-daten/auswertungen_zumgewaessernetz.xlsx.download.xlsx/auswertungen_zumgewaessernetz.xlsx
Wasser;Meldeformular Geschiebe;;2015-07-13 10:06:03.000;Daten von Webseite;Grasso Alessandro BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/hydrologie/formular/meldeformular_geschiebe.xlsx.download.xlsx/meldeformular_geschiebe.xlsx
Wasser;Messstellen Stations De Mesure Nawa Trend;;2022-07-18 09:19:33.000;Daten von Webseite;Rinta Päivi BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/fachinfo-daten/messstellen-nawa-trend.xlsx.download.xlsx/Messstellen_Stations_de_mesure_NAWA_TREND.xlsx
Biotechnologie;Tabelle Frsv;;2024-09-02 08:40:28.000;Daten von Webseite;Vanneste Nander BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biotechnologie/fachinfo-daten/Tabelle%20FrSV.xlsx.download.xlsx/Tabelle%20FrSV.xlsx
Wasser;Hochwasserspitzen Flüsse Sommer2024;;2024-07-12 12:09:25.000;Daten von Webseite;axlsx;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/dossiers/Hochwasserspitzen_Fl%C3%BCsse_Sommer2024.xlsx.download.xlsx/Hochwasserspitzen_Fl%C3%BCsse_Sommer2024.xlsx
Wasser;Hochwasserspitzen Seen Sommer2024;;2024-07-11 08:23:48.000;Daten von Webseite;axlsx;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/dossiers/Hochwasserspitzen_Seen_Sommer2024.xlsx.download.xlsx/Hochwasserspitzen_Seen_Sommer2024.xlsx
Wasser;Vergleichhochwasserspitzen Ezgrhone;;2024-07-11 06:56:41.000;Daten von Webseite;axlsx;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/dossiers/VergleichHochwasserspitzen_EZGRhone.xlsx.download.xlsx/VergleichHochwasserspitzen_EZGRhone.xlsx
Störfallvorsorge;Uv 1807 D Anhang Ausmassabschätzung Explosivstoffe V1 0 Pw1953;;;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/de/dokumente/stoerfallvorsorge/uv-umwelt-vollzug/UV-1807-D_Anhang_Ausmassabsch%C3%A4tzung-Explosivstoffe_V1.0_PW1953.xlsx.download.xlsx/UV-1807-D_Anhang_Ausmassabsch%C3%A4tzung-Explosivstoffe_V1.0_PW1953.xlsx
Störfallvorsorge;Ausmassabschaetzung Has Stfv;;2017-06-13 07:26:24.000;Daten von Webseite;Bützer;https://www.bafu.admin.ch/dam/bafu/de/dokumente/stoerfallvorsorge/uv-umwelt-vollzug/Ausmasseinsch%C3%A4tzung_bei_Betrieben_m_hochaktiven_Stoffen.xlsx.download.xlsx/ausmassabschaetzung-HAS-StFV.xlsx
Wirtschaft und Konsum;230101 Ubp2021 Lu Glo Reg Sinum;;2023-05-12 09:54:40.000;Daten von Webseite;sinum;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wirtschaft-konsum/fachinfo-daten/230101-ubp2021-lu-glo-reg-sinum.xlsx.download.xlsx/230101-ubp2021-lu-glo-reg-sinum.xlsx
Wirtschaft und Konsum;Uw 2121 Ubp A06 Landnutzung;;2021-12-22 06:20:58.000;Daten von Webseite;Roland Steiner;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wirtschaft-konsum/uw-umwelt-wissen/UW-2121-UBP_A06-Landnutzung.xlsx.download.xlsx/UW-2121-UBP_A06-Landnutzung.xlsx
Wirtschaft und Konsum;Uw 2121 Ubp Wasserknappheit Moeksub National Factors;;2022-08-31 09:27:11.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wirtschaft-konsum/uw-umwelt-wissen/UW-2121-UBP_Wasserknappheit-MOEKsub-national_factors.xlsx.download.xlsx/UW-2121-UBP_Wasserknappheit-MOEKsub-national_factors.xlsx
Wirtschaft und Konsum;Ã–kofaktoren Marine Fischressourcen 2021;;2022-03-30 09:17:00.000;Daten von Webseite;Itten René (ittn);https://www.bafu.admin.ch/dam/bafu/de/dokumente/wirtschaft-konsum/uw-umwelt-wissen/%C3%96kofaktoren%20marine%20Fischressourcen%202021.xlsx.download.xlsx/%C3%96kofaktoren%20marine%20Fischressourcen%202021.xlsx
Biodiversität;Uv 2402 Rl Bienen Red List Dfi;;2024-05-13 06:40:20.000;Daten von Webseite;PRAZ Christophe;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/uv-umwelt-vollzug/UV-2402-RL-Bienen_Red-List_DFI.xlsx.download.xlsx/UV-2402-RL-Bienen_Red-List_DFI.xlsx
Wasser;2022 Gewässer In Der Schweiz Anhang;;2022-08-23 08:53:20.000;Daten von Webseite;u80718563;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wasser/uz-umwelt-zustand/gewaesser-in-der-schweiz-anhang.xlsx.download.xlsx/2022_Gew%C3%A4sser_in_der_Schweiz_Anhang.xlsx
Luft;Ãœbersicht Kva AperÃ§u Uiom 1904 2023;;2024-04-23 05:39:35.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/luft/fachinfo-daten/202403_kva-tabelle.xlsx.download.xlsx/%C3%9Cbersicht_KVA_-_Aper%C3%A7u_UIOM_-_1904-2023.xlsx
Luft;Abschätzung N Belastung Durch Ställe Final 13 04 16;;2025-03-13 10:29:59.000;Daten von Webseite;A;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/luft/externe-studien-berichte/Tool-Abschaetzung-Beurteilung-Stickstoffbelastungen.xlsx.download.xlsx/Absch%C3%A4tzung_N-Belastung_durch_St%C3%A4lle_final%2013-04-16.xlsx
